,Unnamed: 0,DATE,house_price,gdp_growth,house_inventory,Diff_house_inventory,inflation,material_cost,mortgage_rate,population_growth,shares,Unemployment,vacancy_rate,Total,1 unit,2 to 4,5 units
131,131,2013-12-01,160.99200000000002,2.11783009919846,0.0,0.0,3.498,136.0,4.4575,0.692860276624581,"1,848.36",6.7,0.0,73.8,54.5,1.2,18.1
132,132,2014-01-01,161.923,2.52381981441982,0.0,0.0,3.609,136.0,4.432,0.733361519937424,"1,782.59",6.6,8.3,56.2,40.3,0.9,15.0
133,133,2014-02-01,162.52100000000002,2.52381981441982,0.0,0.0,2.61,135.6,4.3025,0.733361519937424,"1,859.45",6.7,0.0,59.5,43.1,0.6,15.8
134,134,2014-03-01,163.08100000000002,2.52381981441982,0.0,0.0,3.746,133.8,4.3425,0.733361519937424,"1,872.34",6.7,0.0,67.6,47.8,0.9,18.8
135,135,2014-04-01,163.387,2.52381981441982,0.0,0.0,4.671,133.9,4.3375,0.733361519937424,"1,883.95",6.2,7.5,63.8,46.4,0.3,17.1
136,136,2014-05-01,163.655,2.52381981441982,0.0,0.0,5.025,134.1,4.192,0.733361519937424,"1,923.57",6.3,0.0,73.4,52.7,0.9,19.7
137,137,2014-06-01,164.065,2.52381981441982,0.0,0.0,4.786,134.6,4.1625,0.733361519937424,"1,960.23",6.1,0.0,71.0,51.0,0.4,19.6
138,138,2014-07-01,164.585,2.52381981441982,0.0,0.0,4.598,136.0,4.13,0.733361519937424,"1,930.67",6.2,7.4,71.9,51.5,0.6,19.8
139,139,2014-08-01,165.21099999999998,2.52381981441982,0.0,0.0,4.004,135.7,4.115,0.733361519937424,"2,003.37",6.1,0.0,86.9,54.1,1.1,31.6
140,140,2014-09-01,165.90099999999998,2.52381981441982,0.0,0.0,3.933,137.2,4.1625,0.733361519937424,"1,972.29",5.9,0.0,88.5,56.9,0.7,31.0
141,141,2014-10-01,166.637,2.52381981441982,0.0,0.0,3.761,136.6,4.036,0.733361519937424,"2,018.05",5.7,7.0,83.7,57.6,0.6,25.5
142,142,2014-11-01,167.331,2.52381981441982,0.0,0.0,2.883,137.1,3.9975,0.733361519937424,"2,067.56",5.8,0.0,71.9,53.6,1.0,17.2
143,143,2014-12-01,168.045,2.52381981441982,0.0,0.0,1.533,135.9,3.864,0.733361519937424,"2,058.90",5.6,0.0,89.5,64.5,0.6,24.5
144,144,2015-01-01,168.625,2.94555045455233,0.0,0.0,-0.541,136.1,3.67,0.73621730882542,"1,994.99",5.7,7.1,65.1,45.3,0.5,19.4
145,145,2015-02-01,169.122,2.94555045455233,0.0,0.0,-0.205,138.6,3.71,0.73621730882542,"2,104.50",5.5,0.0,59.3,41.8,1.2,16.3
146,146,2015-03-01,169.793,2.94555045455233,0.0,0.0,-0.052,138.6,3.77,0.73621730882542,"2,067.89",5.4,0.0,60.5,44.7,0.9,15.0
147,147,2015-04-01,170.292,2.94555045455233,0.0,0.0,-0.246,137.7,3.672,0.73621730882542,"2,085.51",5.4,6.8,77.1,53.3,1.0,22.8
148,148,2015-05-01,170.875,2.94555045455233,0.0,0.0,0.083,138.7,3.84,0.73621730882542,"2,107.39",5.6,0.0,83.9,54.2,0.6,29.2
149,149,2015-06-01,171.476,2.94555045455233,0.0,0.0,0.426,138.4,3.9825,0.73621730882542,"2,063.11",5.3,0.0,85.4,55.7,0.8,28.9
150,150,2015-07-01,172.146,2.94555045455233,0.0,0.0,0.536,139.8,4.046,0.73621730882542,"2,103.84",5.2,7.3,86.3,52.1,1.1,33.2
151,151,2015-08-01,172.93,2.94555045455233,0.0,0.0,0.573,138.3,3.905,0.73621730882542,"1,972.18",5.1,0.0,92.1,58.6,0.8,32.7
152,152,2015-09-01,173.82299999999998,2.94555045455233,0.0,0.0,0.021,136.9,3.89,0.73621730882542,"1,920.03",5.0,0.0,92.6,58.0,0.7,33.9
153,153,2015-10-01,174.787,2.94555045455233,0.0,0.0,0.303,136.3,3.796,0.73621730882542,"2,079.36",5.0,7.0,89.5,60.0,0.8,28.7
154,154,2015-11-01,175.733,2.94555045455233,0.0,0.0,1.034,137.5,3.9425,0.73621730882542,"2,080.41",5.1,0.0,80.9,55.2,1.1,24.6
155,155,2015-12-01,176.53599999999997,2.94555045455233,0.0,0.0,1.509,137.2,3.964,0.73621730882542,"2,043.94",5.0,0.0,95.6,69.0,0.8,25.8
156,156,2016-01-01,177.261,1.81945147474293,0.0,0.0,2.905,136.4,3.8725,0.724676067451429,"1,940.24",4.8,7.0,72.5,46.7,1.2,24.6
157,157,2016-02-01,177.639,1.81945147474293,0.0,0.0,1.994,137.8,3.66,0.724676067451429,"1,932.23",4.9,0.0,71.2,51.4,1.4,18.3
158,158,2016-03-01,178.15599999999998,1.81945147474293,0.0,0.0,2.104,136.7,3.694,0.724676067451429,"2,059.74",5.0,0.0,78.8,55.4,0.7,22.7
159,159,2016-04-01,178.757,1.81945147474293,0.0,0.0,2.77,137.8,3.605,0.724676067451429,"2,065.30",5.1,6.7,73.8,55.6,0.7,17.6
160,160,2016-05-01,179.419,1.81945147474293,0.0,0.0,2.556,138.5,3.6,0.724676067451429,"2,096.95",4.8,0.0,83.5,60.2,0.7,22.6
161,161,2016-06-01,180.088,1.81945147474293,0.0,0.0,2.565,140.9,3.568,0.724676067451429,"2,098.86",4.9,0.0,97.9,65.9,0.8,31.2
162,162,2016-07-01,180.847,1.81945147474293,1463007.0,1463007.0,2.067,139.7,3.44,0.724676067451429,"2,173.60",4.8,6.8,93.4,61.2,0.7,31.5
163,163,2016-08-01,181.836,1.81945147474293,1460048.0,-2959.0,2.512,140.5,3.435,0.724676067451429,"2,170.95",4.9,0.0,98.0,66.0,0.9,31.1
164,164,2016-09-01,182.81,1.81945147474293,1443081.0,-16967.0,3.678,139.4,3.46,0.724676067451429,"2,168.27",5.0,0.0,90.2,63.7,1.3,25.3
165,165,2016-10-01,183.738,1.81945147474293,1407698.0,-35383.0,4.008,138.0,3.47,0.724676067451429,"2,126.15",4.9,6.9,96.7,70.0,0.6,26.1
166,166,2016-11-01,184.748,1.81945147474293,1339703.0,-67995.0,4.009,138.9,3.77,0.724676067451429,"2,198.81",4.7,0.0,100.0,67.3,0.8,31.9
167,167,2016-12-01,185.71,1.81945147474293,1235985.0,-103718.0,4.876,139.8,4.198,0.724676067451429,"2,238.83",4.7,0.0,103.6,75.0,0.6,28.0
168,168,2017-01-01,186.792,2.45762230356996,1154120.0,-81865.0,5.966,140.1,4.15,0.63264399508256,"2,278.87",4.7,7.0,74.6,55.0,0.3,19.4
169,169,2017-02-01,187.31,2.45762230356996,1151120.0,-3000.0,6.67,140.3,4.1675,0.63264399508256,"2,363.64",4.6,0.0,78.9,52.7,1.1,25.1
170,170,2017-03-01,187.988,2.45762230356996,1172713.0,21593.0,5.812,142.9,4.196,0.63264399508256,"2,362.72",4.4,0.0,92.0,62.4,1.3,28.3
171,171,2017-04-01,188.719,2.45762230356996,1198424.0,25711.0,5.201,141.1,4.045,0.63264399508256,"2,384.20",4.4,7.3,83.4,60.1,1.6,21.7
172,172,2017-05-01,189.607,2.45762230356996,1253854.0,55430.0,4.447,142.2,4.01,0.63264399508256,"2,411.80",4.4,0.0,98.1,66.9,1.0,30.3
173,173,2017-06-01,190.516,2.45762230356996,1292371.0,38517.0,3.941,142.6,3.904,0.63264399508256,"2,423.41",4.3,0.0,109.9,71.3,1.1,37.5
174,174,2017-07-01,191.462,2.45762230356996,1322659.0,30288.0,4.142,143.1,3.9675,0.63264399508256,"2,470.30",4.3,7.5,102.2,69.4,0.6,32.1
175,175,2017-08-01,192.646,2.45762230356996,1325358.0,2699.0,4.638,144.9,3.88,0.63264399508256,"2,471.65",4.4,0.0,102.1,65.6,0.3,36.2
176,176,2017-09-01,193.741,2.45762230356996,1308607.0,-16751.0,5.259,142.2,3.805,0.63264399508256,"2,519.36",4.3,0.0,96.2,68.2,0.7,27.3
177,177,2017-10-01,194.788,2.45762230356996,1287322.0,-21285.0,4.885,143.1,3.895,0.63264399508256,"2,575.26",4.2,6.9,106.9,73.3,0.6,33.1
178,178,2017-11-01,195.941,2.45762230356996,1228077.0,-59245.0,5.258,143.5,3.922,0.63264399508256,"2,647.58",4.2,0.0,95.1,68.1,1.1,26.0
179,179,2017-12-01,197.161,2.45762230356996,1127799.0,-100278.0,5.168,145.7,3.95,0.63264399508256,"2,673.61",4.1,0.0,113.4,82.4,1.2,29.8
180,180,2018-01-01,198.301,2.96650507100425,1043951.0,-83848.0,5.241,145.2,4.032500000000001,0.526435395564053,"2,823.81",4.0,7.0,84.0,59.8,0.7,23.5
181,181,2018-02-01,199.228,2.96650507100425,1045153.0,1202.0,5.523,147.1,4.33,0.526435395564053,"2,713.83",4.1,0.0,88.6,61.3,0.4,26.9
182,182,2018-03-01,199.966,2.96650507100425,1067281.0,22128.0,5.685,147.9,4.444,0.526435395564053,"2,640.87",4.0,0.0,94.9,67.1,0.8,27.0
183,183,2018-04-01,200.661,2.96650507100425,1102064.0,34783.0,6.034,150.0,4.4675,0.526435395564053,"2,648.05",4.0,6.8,94.7,61.0,0.9,32.8
184,184,2018-05-01,201.424,2.96650507100425,1156910.0,54846.0,6.788,151.4,4.586,0.526435395564053,"2,705.27",3.8,0.0,105.7,74.1,1.0,30.6
185,185,2018-06-01,202.239,2.96650507100425,1216504.0,59594.0,6.855,153.3,4.57,0.526435395564053,"2,718.37",4.0,0.0,108.6,75.6,0.7,32.2
186,186,2018-07-01,202.91,2.96650507100425,1261916.0,45412.0,6.971,154.4,4.5275,0.526435395564053,"2,816.29",3.8,7.1,101.9,67.6,0.5,33.7
187,187,2018-08-01,203.656,2.96650507100425,1285666.0,23750.0,6.48,151.9,4.55,0.526435395564053,"2,901.52",3.8,0.0,113.9,83.6,0.5,29.9
188,188,2018-09-01,204.313,2.96650507100425,1301922.0,16256.0,5.747,151.5,4.6275,0.526435395564053,"2,913.98",3.7,0.0,100.9,72.7,0.8,27.3
189,189,2018-10-01,205.079,2.96650507100425,1304682.0,2760.0,6.146,152.2,4.83,0.526435395564053,"2,711.74",3.8,6.6,100.2,75.5,0.8,23.9
190,190,2018-11-01,205.652,2.96650507100425,1273047.0,-31635.0,5.31,149.8,4.866,0.526435395564053,"2,760.17",3.8,0.0,91.9,66.9,0.9,24.1
191,191,2018-12-01,206.142,2.96650507100425,1185865.0,-87182.0,4.962,151.0,4.6375,0.526435395564053,"2,506.85",3.9,0.0,99.6,74.9,0.9,23.7
192,192,2019-01-01,206.535,2.46703756313913,1110636.0,-75229.0,3.702,148.1,4.464,0.455381285963537,"2,704.10",4.0,7.0,87.2,64.2,0.2,22.8
193,193,2019-02-01,206.86,2.46703756313913,1102660.0,-7976.0,3.79,148.4,4.37,0.455381285963537,"2,784.49",3.8,0.0,92.1,57.6,1.2,33.3
194,194,2019-03-01,207.08,2.46703756313913,1115940.0,13280.0,4.7,152.0,4.265,0.455381285963537,"2,834.40",3.8,0.0,104.9,75.2,1.0,28.7
195,195,2019-04-01,207.533,2.46703756313913,1137198.0,21258.0,5.006,155.8,4.1425,0.455381285963537,"2,945.83",3.7,6.8,103.4,72.4,0.9,30.1
196,196,2019-05-01,208.15,2.46703756313913,1180920.0,43722.0,4.504,150.2,4.072,0.455381285963537,"2,752.06",3.6,0.0,103.3,74.6,0.4,28.4
197,197,2019-06-01,208.644,2.46703756313913,1219807.0,38887.0,4.195,148.6,3.8025,0.455381285963537,"2,941.76",3.6,0.0,103.9,76.9,1.0,26.0
198,198,2019-07-01,209.249,2.46703756313913,1239534.0,19727.0,4.588,151.7,3.765,0.455381285963537,"2,980.38",3.7,6.8,108.5,75.9,1.1,31.6
199,199,2019-08-01,210.023,2.46703756313913,1235257.0,-4277.0,4.373,152.1,3.616,0.455381285963537,"2,926.46",3.6,0.0,116.8,83.3,1.0,32.5
200,200,2019-09-01,210.836,2.46703756313913,1224868.0,-10389.0,4.248,155.0,3.605,0.455381285963537,"2,976.74",3.5,0.0,96.3,72.9,0.2,23.2
201,201,2019-10-01,211.729,2.46703756313913,1208311.0,-16557.0,4.383,152.4,3.688,0.455381285963537,"3,037.56",3.6,6.4,114.1,84.0,0.5,29.6
202,202,2019-11-01,212.771,2.46703756313913,1143332.0,-64979.0,5.285,152.2,3.695,0.455381285963537,"3,140.98",3.6,0.0,101.4,78.7,0.8,22.0
203,203,2019-12-01,213.938,2.46703756313913,1033887.0,-109445.0,5.863,153.1,3.72,0.455381285963537,"3,230.78",3.6,0.0,123.1,87.6,0.6,34.9
204,204,2020-01-01,215.031,-2.21346933290643,951675.0,-82212.0,6.345,153.5,3.624,0.968999515833015,"3,225.52",3.6,6.6,90.2,62.5,0.7,27.0
205,205,2020-02-01,215.897,-2.21346933290643,928343.0,-23332.0,5.927,152.2,3.4650000000000003,0.968999515833015,"2,954.22",3.5,0.0,90.8,70.8,0.6,19.4
206,206,2020-03-01,216.457,-2.21346933290643,937319.0,8976.0,3.873,153.0,3.45,0.968999515833015,"2,584.59",4.4,0.0,101.7,72.3,0.6,28.7
207,207,2020-04-01,216.858,-2.21346933290643,941733.0,4414.0,0.893,155.7,3.306,0.968999515833015,"2,912.43",14.8,5.7,94.6,69.3,0.7,24.6
208,208,2020-05-01,216.999,-2.21346933290643,928370.0,-13363.0,0.552,153.5,3.2325,0.968999515833015,"3,044.31",13.2,0.0,98.5,69.5,1.2,27.7
209,209,2020-06-01,217.577,-2.21346933290643,871557.0,-56813.0,1.791,160.7,3.1625,0.968999515833015,"3,100.29",11.0,0.0,110.7,81.8,0.4,28.5
210,210,2020-07-01,219.287,-2.21346933290643,822834.0,-48723.0,2.606,163.9,3.016,0.968999515833015,"3,271.12",10.2,6.4,117.1,79.5,0.9,36.7
211,211,2020-08-01,222.26,-2.21346933290643,779558.0,-43276.0,3.33,179.8,2.935,0.968999515833015,"3,500.31",8.4,0.0,111.2,78.9,0.9,31.3
212,212,2020-09-01,225.723,-2.21346933290643,749395.0,-30163.0,3.521,197.6,2.89,0.968999515833015,"3,363.00",7.8,0.0,121.1,78.6,1.0,41.4
213,213,2020-10-01,229.649,-2.21346933290643,734040.0,-15355.0,3.094,196.4,2.834,0.968999515833015,"3,269.96",6.8,6.5,120.8,80.7,1.4,38.8
214,214,2020-11-01,233.218,-2.21346933290643,683822.0,-50218.0,3.016,177.5,2.765,0.968999515833015,"3,621.63",6.7,0.0,99.8,75.6,0.8,23.4
215,215,2020-12-01,236.542,-2.21346933290643,612300.0,-71522.0,3.375,177.6,2.684,0.968999515833015,"3,756.07",6.7,0.0,130.5,92.0,1.2,37.3
216,216,2021-01-01,239.68,5.8002061284573,531775.0,-80525.0,3.612,189.7,2.735,0.157342694282194,"3,714.24",6.4,6.8,93.7,72.2,0.3,21.1
217,217,2021-02-01,242.428,5.8002061284573,464919.0,-66856.0,4.337,194.9,2.81,0.157342694282194,"3,811.15",6.2,0.0,94.6,72.5,0.6,21.5
218,218,2021-03-01,245.541,5.8002061284573,440589.0,-24330.0,6.76,198.9,3.0825,0.157342694282194,"3,972.89",6.1,0.0,120.5,83.9,0.5,36.1
219,219,2021-04-01,249.125,5.8002061284573,435663.0,-4926.0,10.626,213.3,3.06,0.157342694282194,"4,181.17",6.1,6.2,112.4,78.9,0.2,33.3
220,220,2021-05-01,253.419,5.8002061284573,447662.0,11999.0,12.604,235.1,2.9625,0.157342694282194,"4,204.11",5.8,0.0,112.0,80.3,0.4,31.4
221,221,2021-06-01,258.246,5.8002061284573,492425.0,44763.0,13.66,251.7,2.975,0.157342694282194,"4,297.50",5.9,0.0,115.9,80.9,0.7,34.4
222,222,2021-07-01,262.616,5.8002061284573,546686.0,54261.0,13.586,229.959,2.868,0.157342694282194,"4,395.26",5.4,5.8,121.4,78.5,1.3,41.5
223,223,2021-08-01,266.582,5.8002061284573,574638.0,27952.0,13.423,212.302,2.8425,0.157342694282194,"4,522.68",5.1,0.0,117.6,83.0,0.6,34.0
224,224,2021-09-01,270.166,5.8002061284573,578070.0,3432.0,13.936,204.828,2.9,0.157342694282194,"4,307.54",4.7,0.0,103.0,79.0,0.6,23.4
225,225,2021-10-01,273.546,5.8002061284573,565707.0,-12363.0,16.185,204.302,3.0675,0.157342694282194,"4,605.38",4.5,5.6,110.8,83.0,1.2,26.6
226,226,2021-11-01,277.262,5.8002061284573,512241.0,-53466.0,17.904,196.066,3.0675,0.157342694282194,"4,567.00",4.1,0.0,111.7,78.2,0.7,32.8
227,227,2021-12-01,281.486,5.8002061284573,445303.0,-66938.0,18.803,199.89,3.098,0.157342694282194,"4,766.18",3.9,0.0,127.3,99.2,0.5,27.6
228,228,2022-01-01,286.172,1.93549589483209,376970.0,-68333.0,19.872,217.684,3.4450000000000003,0.367472693654024,"4,515.55",4.0,5.8,87.1,65.6,0.9,20.6
229,229,2022-02-01,291.242,1.93549589483209,346511.0,-30459.0,20.952,235.392,3.7625,0.367472693654024,"4,373.94",3.8,0.0,98.6,78.6,0.5,19.5
230,230,2022-03-01,296.512,1.93549589483209,354016.0,7505.0,22.643,259.213,4.172,0.367472693654024,"4,530.41",3.6,0.0,112.7,87.9,0.9,23.9
231,231,2022-04-01,300.584,1.93549589483209,379978.0,25962.0,22.012,255.198,4.9825,0.367472693654024,"4,131.93",3.7,5.6,107.4,81.2,1.2,25.0
232,232,2022-05-01,303.704,1.93549589483209,479462.0,99484.0,22.907,246.398,5.23,0.367472693654024,"4,132.15",3.6,0.0,120.9,87.1,0.5,33.3
233,233,2022-06-01,304.468,1.93549589483209,573650.0,94188.0,24.332,232.225,5.522,0.367472693654024,"3,785.38",3.6,0.0,122.4,87.5,0.6,34.3
234,234,2022-07-01,303.505,1.93549589483209,691652.0,118002.0,22.983,223.55,5.4125,0.367472693654024,"4,130.29",3.5,6.0,123.5,82.9,0.5,40.2
235,235,2022-08-01,301.029,1.93549589483209,726779.0,35127.0,22.42,212.657,5.2225,0.367472693654024,"3,955.00",3.6,0.0,122.2,90.0,0.7,31.6
236,236,2022-09-01,299.006,1.93549589483209,731496.0,4717.0,22.454,206.378,6.112,0.367472693654024,"3,585.62",3.5,0.0,120.4,88.5,0.2,31.8
237,237,2022-10-01,298.612,1.93549589483209,752741.0,21245.0,21.429,209.471,6.9,0.367472693654024,"3,871.98",3.6,5.8,118.1,84.7,1.5,31.9
238,238,2022-11-01,298.332,1.93549589483209,750200.0,-2541.0,19.849,210.49,6.805,0.367472693654024,"4,080.11",3.6,0.0,125.1,91.3,0.7,33.1
239,239,2022-12-01,297.628,1.93549589483209,680925.0,-69275.0,18.004,200.109,6.364,0.367472693654024,"3,839.50",3.5,0.0,132.0,96.8,1.3,33.9
240,240,2023-01-01,297.43,2.54270029878489,616865.0,-64060.0,17.966,202.84,6.2725,0.491924871690548,"4,076.60",3.4,6.4,94.8,71.0,0.6,23.2
241,241,2023-02-01,297.73900000000003,2.54270029878489,579264.0,-37601.0,16.974,211.059,6.2575,0.491924871690548,"3,970.15",3.6,0.0,111.7,76.9,0.4,34.4
242,242,2023-03-01,298.796,2.54270029878489,562444.0,-16820.0,14.191,210.11,6.544,0.491924871690548,"4,109.31",3.5,0.0,126.4,87.2,1.0,38.2
243,243,2023-04-01,300.262,2.54270029878489,562966.0,522.0,14.268,210.049,6.342499999999999,0.491924871690548,"4,169.48",3.4,6.3,111.3,77.4,1.3,32.6
244,244,2023-05-01,302.48900000000003,2.54270029878489,582441.0,19475.0,12.006,207.698,6.425,0.491924871690548,"4,179.83",3.7,0.0,129.6,84.4,1.6,43.7
245,245,2023-06-01,304.343,2.54270029878489,614326.0,31885.0,9.007,208.814,6.714,0.491924871690548,"4,450.38",3.6,0.0,131.1,87.2,0.7,43.2
246,246,2023-07-01,306.451,2.54270029878489,647135.0,32809.0,9.651,212.644,6.84,0.491924871690548,"4,588.96",3.5,6.6,115.7,83.0,0.9,31.8
247,247,2023-08-01,308.83,2.54270029878489,669750.0,22615.0,10.978,208.731,7.072,0.491924871690548,"4,507.66",3.8,0.0,122.1,82.4,1.1,38.6
248,248,2023-09-01,310.894,2.54270029878489,702430.0,32680.0,10.947,209.372,7.2,0.491924871690548,"4,288.05",3.8,0.0,123.0,83.8,0.8,38.4
249,249,2023-10-01,312.756,2.54270029878489,738082.0,35652.0,9.668,209.476,7.62,0.491924871690548,"4,193.80",3.8,6.6,118.6,85.2,1.1,32.3
250,250,2023-11-01,313.632,2.54270029878489,755489.0,17407.0,9.376,206.088,7.442,0.491924871690548,"4,567.80",3.7,0.0,116.4,79.1,1.3,36.0
251,251,2023-12-01,314.443,2.54270029878489,714176.0,-41313.0,9.93,206.408,6.815,0.491924871690548,"4,769.83",3.7,0.0,151.8,104.8,0.9,46.2
252,252,2024-01-01,315.728,0.0,665569.0,-48607.0,9.329,205.732,6.6425,0.0,"4,845.65",3.7,6.6,0.0,0.0,0.0,0.0
253,253,2024-02-01,317.257,0.0,664716.0,-853.0,9.545,213.877,6.776000000000001,0.0,"5,096.27",3.9,0.0,0.0,0.0,0.0,0.0
254,254,2024-03-01,318.217,0.0,694820.0,30104.0,10.486,215.136,6.82,0.0,"5,254.35",3.8,0.0,0.0,0.0,0.0,0.0
255,255,2024-04-01,319.048,0.0,734318.0,39498.0,10.175,218.505,6.9925,0.0,"5,035.69",3.9,0.0,0.0,0.0,0.0,0.0
